ep,scene,target_speaker,prompt,gold,gen
S07E15,12.0,Sheldon,"<Sheldon>: Oh, really? Because I remember you saying that this trip was going to be something we could both enjoy. Did you mean that, or were you just trying to trick me?
<Amy>: Fine, it’s true. I deserve romance, and I didn’t know how else to make it happen.
<Sheldon>: Well, if you want romance, then let’s have romance. Oh, look, there’s wine. Mmm. Grape juice that burns. Uh, now let’s gaze into each other’s eyes, hmm? You blinked. I win.
<Amy>: Sheldon.
<Sheldon>: Let’s see. What’s next? Oh, kissing’s romantic.
<Amy>: That was nice.
<Sheldon>:","Good. Um, the conductor said if I come back to the engine room, he’d show me how to bring the train through a crossing.","Okay, here’s the next one.
<Amy>: What’s next, Sheldon?
<Sheldon>: The kiss of death.
<Amy>: Oh, that’s a no."
S07E15,12.0,Amy,"<Amy>: Fine, it’s true. I deserve romance, and I didn’t know how else to make it happen.
<Sheldon>: Well, if you want romance, then let’s have romance. Oh, look, there’s wine. Mmm. Grape juice that burns. Uh, now let’s gaze into each other’s eyes, hmm? You blinked. I win.
<Amy>: Sheldon.
<Sheldon>: Let’s see. What’s next? Oh, kissing’s romantic.
<Amy>: That was nice.
<Sheldon>: Good. Um, the conductor said if I come back to the engine room, he’d show me how to bring the train through a crossing.
<Amy>:","Okay, have fun.","Uh, that’s the conductor’s job.
<Sheldon>: But, if he’s not there, I can do it. I’ll just have to remember to turn the engine off.
<"
S07E15,12.0,Sheldon,"<Sheldon>: Well, if you want romance, then let’s have romance. Oh, look, there’s wine. Mmm. Grape juice that burns. Uh, now let’s gaze into each other’s eyes, hmm? You blinked. I win.
<Amy>: Sheldon.
<Sheldon>: Let’s see. What’s next? Oh, kissing’s romantic.
<Amy>: That was nice.
<Sheldon>: Good. Um, the conductor said if I come back to the engine room, he’d show me how to bring the train through a crossing.
<Amy>: Okay, have fun.
<Sheldon>:",Do you want to come with me?,"Bye.

(End of Act 1)

(Scene 2)

(Enter Amy and Sheldon)

Amy: Sheldon, you have to let me go. You’re"
S07E15,12.0,Amy,"<Amy>: Sheldon.
<Sheldon>: Let’s see. What’s next? Oh, kissing’s romantic.
<Amy>: That was nice.
<Sheldon>: Good. Um, the conductor said if I come back to the engine room, he’d show me how to bring the train through a crossing.
<Amy>: Okay, have fun.
<Sheldon>: Do you want to come with me?
<Amy>:",Really? I do.,"No.
<Sheldon>: Oh, that’s too bad.
<Amy>: Why?
<Sheldon>: Because you’re not as smart as I am.
<Amy>: I’m"
S08E17,4.0,Bernadette,"<Howard>: How are the taxes going?
<Bernadette>:",Okay. But you got a lot of receipts for the Lego store in here.,"It's going okay. We're making more money than we've ever made before.
<Howard>: That's great news, Bernadette. Congratulations!
<Bernadette>: Thank you"
S08E17,4.0,Howard,"<Howard>: How are the taxes going?
<Bernadette>: Okay. But you got a lot of receipts for the Lego store in here.
<Howard>:",Those are business expenses. You can write those off.,"I did. I got a receipt for a couple of things.
<Bernadette>: Oh, okay. Well, I guess you're doing pretty well.
<Bernadette>: So, did you get"
S08E17,4.0,Bernadette,"<Howard>: How are the taxes going?
<Bernadette>: Okay. But you got a lot of receipts for the Lego store in here.
<Howard>: Those are business expenses. You can write those off.
<Bernadette>:",A two hundred dollar R2-D2 is a business expense?,"Well, I don't want to write them off. I want to keep them.
<Howard>: Well, we're in the middle of a recession. That's why they're called business expenses"
S08E17,4.0,Howard,"<Howard>: How are the taxes going?
<Bernadette>: Okay. But you got a lot of receipts for the Lego store in here.
<Howard>: Those are business expenses. You can write those off.
<Bernadette>: A two hundred dollar R2-D2 is a business expense?
<Howard>:","Oh, Bernie, you’re gonna have to sound a lot more confident when we get audited. Hey, what’s up?","Yes. The R2-D2 is a business expense.
<Bernadette>: But I have a receipt for a Lego store.
<Howard>: That's a personal expense. It'"
S08E17,4.0,Raj,"<Howard>: How are the taxes going?
<Bernadette>: Okay. But you got a lot of receipts for the Lego store in here.
<Howard>: Those are business expenses. You can write those off.
<Bernadette>: A two hundred dollar R2-D2 is a business expense?
<Howard>: Oh, Bernie, you’re gonna have to sound a lot more confident when we get audited. Hey, what’s up?
<Raj>:","Oh, Emily ran back to the hospital, so I’m just hanging out at her place. What are you, uh, what are you doing?","Hey, Bernadette. I was just wondering if you had any suggestions for a fun and engaging way to teach my kids about math.
<Bernadette>: I have one. We can play the game “T"
S08E17,4.0,Howard,"<Howard>: How are the taxes going?
<Bernadette>: Okay. But you got a lot of receipts for the Lego store in here.
<Howard>: Those are business expenses. You can write those off.
<Bernadette>: A two hundred dollar R2-D2 is a business expense?
<Howard>: Oh, Bernie, you’re gonna have to sound a lot more confident when we get audited. Hey, what’s up?
<Raj>: Oh, Emily ran back to the hospital, so I’m just hanging out at her place. What are you, uh, what are you doing?
<Howard>:",Just playing video games while Bernie does the taxes.,"Uh, I’m just writing. I’m writing a blog.
<Raj>: That’s nice. I’m always good at writing.
<Howard>: Yeah, you’re really good at that"
S08E17,4.0,Raj,"<Bernadette>: Okay. But you got a lot of receipts for the Lego store in here.
<Howard>: Those are business expenses. You can write those off.
<Bernadette>: A two hundred dollar R2-D2 is a business expense?
<Howard>: Oh, Bernie, you’re gonna have to sound a lot more confident when we get audited. Hey, what’s up?
<Raj>: Oh, Emily ran back to the hospital, so I’m just hanging out at her place. What are you, uh, what are you doing?
<Howard>: Just playing video games while Bernie does the taxes.
<Raj>:","What are you, a little kid? Is she gonna cut your dinner into little pieces, too?","Oh, I’m good. I’m good.
<Howard>: Bernie, do you have any receipts for those Lego stores?
<Bernadette>: I do. I got a receipt"
S08E17,4.0,Howard,"<Howard>: Those are business expenses. You can write those off.
<Bernadette>: A two hundred dollar R2-D2 is a business expense?
<Howard>: Oh, Bernie, you’re gonna have to sound a lot more confident when we get audited. Hey, what’s up?
<Raj>: Oh, Emily ran back to the hospital, so I’m just hanging out at her place. What are you, uh, what are you doing?
<Howard>: Just playing video games while Bernie does the taxes.
<Raj>: What are you, a little kid? Is she gonna cut your dinner into little pieces, too?
<Howard>:","She doesn’t have to, I filled up on jelly beans.","She’s a big kid now. She’s a big, big, big kid.
<Raj>: I don’t think we should eat her, though. She’s still a baby.
<Bernad"
S08E17,4.0,Raj,"<Bernadette>: A two hundred dollar R2-D2 is a business expense?
<Howard>: Oh, Bernie, you’re gonna have to sound a lot more confident when we get audited. Hey, what’s up?
<Raj>: Oh, Emily ran back to the hospital, so I’m just hanging out at her place. What are you, uh, what are you doing?
<Howard>: Just playing video games while Bernie does the taxes.
<Raj>: What are you, a little kid? Is she gonna cut your dinner into little pieces, too?
<Howard>: She doesn’t have to, I filled up on jelly beans.
<Raj>:","So, uh, what game are you… Oh. Crap.","Okay, okay. So, you’re gonna give me the money?
<Howard>: No, Bernie. You can’t do that. You’re not the boss.
<Raj>: (la"
S08E17,4.0,Howard,"<Howard>: Oh, Bernie, you’re gonna have to sound a lot more confident when we get audited. Hey, what’s up?
<Raj>: Oh, Emily ran back to the hospital, so I’m just hanging out at her place. What are you, uh, what are you doing?
<Howard>: Just playing video games while Bernie does the taxes.
<Raj>: What are you, a little kid? Is she gonna cut your dinner into little pieces, too?
<Howard>: She doesn’t have to, I filled up on jelly beans.
<Raj>: So, uh, what game are you… Oh. Crap.
<Howard>:",What’s wrong?,"I’m playing GTA. I’m an undercover cop.
<Raj>: Oh, that’s a good one.
<Howard>: And I’m driving around in a cop car, like in the"
S08E17,4.0,Raj,"<Raj>: Oh, Emily ran back to the hospital, so I’m just hanging out at her place. What are you, uh, what are you doing?
<Howard>: Just playing video games while Bernie does the taxes.
<Raj>: What are you, a little kid? Is she gonna cut your dinner into little pieces, too?
<Howard>: She doesn’t have to, I filled up on jelly beans.
<Raj>: So, uh, what game are you… Oh. Crap.
<Howard>: What’s wrong?
<Raj>:",I can’t get Emily’s night-stand to close.,"I can’t play with you guys anymore.
<Howard>: What?
<Raj>: I don’t want to be a little kid anymore.
<Howard>: What?
<Raj>: I’"
S08E17,4.0,Howard,"<Howard>: Just playing video games while Bernie does the taxes.
<Raj>: What are you, a little kid? Is she gonna cut your dinner into little pieces, too?
<Howard>: She doesn’t have to, I filled up on jelly beans.
<Raj>: So, uh, what game are you… Oh. Crap.
<Howard>: What’s wrong?
<Raj>: I can’t get Emily’s night-stand to close.
<Howard>:",So?,"(shrugs) I’m not a carpenter.
<Raj>: (sighs) It’s my fault, I’m the one who decided to put the night-stand in the first place."
S08E17,4.0,Raj,"<Raj>: What are you, a little kid? Is she gonna cut your dinner into little pieces, too?
<Howard>: She doesn’t have to, I filled up on jelly beans.
<Raj>: So, uh, what game are you… Oh. Crap.
<Howard>: What’s wrong?
<Raj>: I can’t get Emily’s night-stand to close.
<Howard>: So?
<Raj>:",She’s gonna know I was looking in it.,"I tried it five times, it’s still open.
<Howard>: I don’t have a night-stand.
<Raj>: I know, but I can’t believe it’s a night-stand"
S08E17,4.0,Howard,"<Howard>: She doesn’t have to, I filled up on jelly beans.
<Raj>: So, uh, what game are you… Oh. Crap.
<Howard>: What’s wrong?
<Raj>: I can’t get Emily’s night-stand to close.
<Howard>: So?
<Raj>: She’s gonna know I was looking in it.
<Howard>:",Why were you looking in it?,"I’m not gonna let you get caught.
<Raj>: I know.

Scene 3:

The group is sitting at the bar, drinking.

<Howard>: I’m a"
S08E17,4.0,Raj,"<Raj>: So, uh, what game are you… Oh. Crap.
<Howard>: What’s wrong?
<Raj>: I can’t get Emily’s night-stand to close.
<Howard>: So?
<Raj>: She’s gonna know I was looking in it.
<Howard>: Why were you looking in it?
<Raj>:","Well, there’s a question I better have a good answer to before she gets back.","I don’t know.
<Howard>: Just kidding.

Scene 2
(Emily enters, looking worried.)

<Emily>: Howard, I’m so sorry about last night."
S08E17,4.0,Howard,"<Howard>: What’s wrong?
<Raj>: I can’t get Emily’s night-stand to close.
<Howard>: So?
<Raj>: She’s gonna know I was looking in it.
<Howard>: Why were you looking in it?
<Raj>: Well, there’s a question I better have a good answer to before she gets back.
<Howard>:","Okay, calm down. There’s probably something jammed behind it. Just, uh, pull it out and see what’s there.","Sure, what’s the question?

Act Two:

Scene 1:

Raj and Howard are in the kitchen, cooking. Raj is talking to Howard about the nightstand.

Raj:"
S08E17,4.0,Raj,"<Raj>: I can’t get Emily’s night-stand to close.
<Howard>: So?
<Raj>: She’s gonna know I was looking in it.
<Howard>: Why were you looking in it?
<Raj>: Well, there’s a question I better have a good answer to before she gets back.
<Howard>: Okay, calm down. There’s probably something jammed behind it. Just, uh, pull it out and see what’s there.
<Raj>:","Hang on. Oh no. Oh, no. Oh, God, no.","(Pulling out the night-stand) Hey, there’s a book under here.
<Howard>: (Smiling) Congrats, Raj. That’s a great find.
<Raj>: ("
S08E17,4.0,Howard,"<Howard>: So?
<Raj>: She’s gonna know I was looking in it.
<Howard>: Why were you looking in it?
<Raj>: Well, there’s a question I better have a good answer to before she gets back.
<Howard>: Okay, calm down. There’s probably something jammed behind it. Just, uh, pull it out and see what’s there.
<Raj>: Hang on. Oh no. Oh, no. Oh, God, no.
<Howard>:","You know what, you sound busy, I’m gonna let you go.","(sighs) You’re a good guy, Raj.
<Raj>: (laughs) You’re a good guy, Howard.
<Howard>: (laughs) You’re"
S08E17,4.0,Raj,"<Raj>: She’s gonna know I was looking in it.
<Howard>: Why were you looking in it?
<Raj>: Well, there’s a question I better have a good answer to before she gets back.
<Howard>: Okay, calm down. There’s probably something jammed behind it. Just, uh, pull it out and see what’s there.
<Raj>: Hang on. Oh no. Oh, no. Oh, God, no.
<Howard>: You know what, you sound busy, I’m gonna let you go.
<Raj>:","Dude, the whole front came off. Now she’s gonna know I was snooping.","You’re so busy, you’re going to let me go?
<Howard>: (smiling) Well, yeah. I’m so busy, I’m going to let you go.
<Raj>:"
